Date,Datetime,Hour,Time_of_day,Day_of_week,Month,Month_year,Year,Payment_type,Card,Coffee_name,Money
9/25/2024,9/25/2024 22:18,22,evening,Wednesday,September,2024-09,2024,card,ANON-0000-0000-0475,Americano with Milk,27.92
9/26/2024,9/26/2024 8:43,8,morning,Thursday,September,2024-09,2024,card,ANON-0000-0000-0570,Latte,32.82
9/26/2024,9/26/2024 10:37,10,morning,Thursday,September,2024-09,2024,card,ANON-0000-0000-0333,Americano with Milk,27.92
9/26/2024,9/26/2024 10:55,10,morning,Thursday,September,2024-09,2024,card,ANON-0000-0000-0669,Espresso,18.12
9/26/2024,9/26/2024 11:34,11,morning,Thursday,September,2024-09,2024,card,ANON-0000-0000-0670,Cappuccino,32.82
9/26/2024,9/26/2024 12:48,12,at noon,Thursday,September,2024-09,2024,card,ANON-0000-0000-0671,Latte,32.82
9/26/2024,9/26/2024 18:21,18,evening,Thursday,September,2024-09,2024,card,ANON-0000-0000-0672,Latte,32.82
9/26/2024,9/26/2024 22:45,22,evening,Thursday,September,2024-09,2024,card,ANON-0000-0000-0673,Latte,32.82
9/26/2024,9/26/2024 22:46,22,evening,Thursday,September,2024-09,2024,card,ANON-0000-0000-0673,Cortado,23.02
9/26/2024,9/26/2024 22:47,22,evening,Thursday,September,2024-09,2024,card,ANON-0000-0000-0472,Americano with Milk,27.92
9/27/2024,9/27/2024 9:29,9,morning,Friday,September,2024-09,2024,card,ANON-0000-0000-0276,Americano with Milk,27.92
9/27/2024,9/27/2024 9:33,9,morning,Friday,September,2024-09,2024,card,ANON-0000-0000-0141,Cortado,23.02
9/27/2024,9/27/2024 9:41,9,morning,Friday,September,2024-09,2024,card,ANON-0000-0000-0674,Cappuccino,32.82
9/27/2024,9/27/2024 10:46,10,morning,Friday,September,2024-09,2024,card,ANON-0000-0000-0333,Americano with Milk,27.92
9/27/2024,9/27/2024 11:35,11,morning,Friday,September,2024-09,2024,card,ANON-0000-0000-0333,Americano with Milk,27.92
9/27/2024,9/27/2024 13:20,13,at noon,Friday,September,2024-09,2024,card,ANON-0000-0000-0675,Cappuccino,32.82
9/27/2024,9/27/2024 13:25,13,at noon,Friday,September,2024-09,2024,card,ANON-0000-0000-0676,Cappuccino,32.82
9/27/2024,9/27/2024 13:28,13,at noon,Friday,September,2024-09,2024,card,ANON-0000-0000-0676,Americano,23.02
9/27/2024,9/27/2024 13:33,13,at noon,Friday,September,2024-09,2024,card,ANON-0000-0000-0677,Americano with Milk,27.92
9/27/2024,9/27/2024 18:07,18,evening,Friday,September,2024-09,2024,card,ANON-0000-0000-0678,Latte,32.82
9/27/2024,9/27/2024 18:08,18,evening,Friday,September,2024-09,2024,card,ANON-0000-0000-0678,Latte,32.82
9/27/2024,9/27/2024 18:37,18,evening,Friday,September,2024-09,2024,card,ANON-0000-0000-0679,Cappuccino,32.82
9/27/2024,9/27/2024 18:40,18,evening,Friday,September,2024-09,2024,card,ANON-0000-0000-0680,Cappuccino,32.82
9/27/2024,9/27/2024 20:18,20,evening,Friday,September,2024-09,2024,card,ANON-0000-0000-0408,Cappuccino,32.82
9/27/2024,9/27/2024 20:19,20,evening,Friday,September,2024-09,2024,card,ANON-0000-0000-0408,Cappuccino,32.82
9/27/2024,9/27/2024 20:58,20,evening,Friday,September,2024-09,2024,card,ANON-0000-0000-0681,Americano with Milk,27.92
9/28/2024,9/28/2024 8:06,8,morning,Saturday,September,2024-09,2024,card,ANON-0000-0000-0666,Americano with Milk,27.92
9/28/2024,9/28/2024 9:31,9,morning,Saturday,September,2024-09,2024,card,ANON-0000-0000-0682,Americano with Milk,27.92
9/28/2024,9/28/2024 14:25,14,at noon,Saturday,September,2024-09,2024,card,ANON-0000-0000-0507,Latte,35.76
9/28/2024,9/28/2024 16:57,16,at noon,Saturday,September,2024-09,2024,card,ANON-0000-0000-0683,Latte,35.76
9/28/2024,9/28/2024 17:26,17,at noon,Saturday,September,2024-09,2024,card,ANON-0000-0000-0684,Americano with Milk,30.86
9/28/2024,9/28/2024 20:34,20,evening,Saturday,September,2024-09,2024,card,ANON-0000-0000-0445,Latte,35.76
9/28/2024,9/28/2024 20:38,20,evening,Saturday,September,2024-09,2024,card,ANON-0000-0000-0685,Latte,35.76
9/28/2024,9/28/2024 22:16,22,evening,Saturday,September,2024-09,2024,card,ANON-0000-0000-0686,Cappuccino,35.76
9/28/2024,9/28/2024 22:17,22,evening,Saturday,September,2024-09,2024,card,ANON-0000-0000-0686,Cocoa,35.76
9/28/2024,9/28/2024 22:18,22,evening,Saturday,September,2024-09,2024,card,ANON-0000-0000-0687,Cortado,25.96
9/28/2024,9/28/2024 22:19,22,evening,Saturday,September,2024-09,2024,card,ANON-0000-0000-0687,Hot Chocolate,35.76
9/29/2024,9/29/2024 10:48,10,morning,Sunday,September,2024-09,2024,card,ANON-0000-0000-0467,Americano,25.96
9/29/2024,9/29/2024 10:50,10,morning,Sunday,September,2024-09,2024,card,ANON-0000-0000-0172,Cappuccino,35.76
9/29/2024,9/29/2024 10:51,10,morning,Sunday,September,2024-09,2024,card,ANON-0000-0000-0172,Cappuccino,35.76
9/29/2024,9/29/2024 10:52,10,morning,Sunday,September,2024-09,2024,card,ANON-0000-0000-0172,Cappuccino,35.76
9/29/2024,9/29/2024 10:53,10,morning,Sunday,September,2024-09,2024,card,ANON-0000-0000-0333,Americano with Milk,30.86
9/29/2024,9/29/2024 12:35,12,at noon,Sunday,September,2024-09,2024,card,ANON-0000-0000-0683,Latte,35.76
9/29/2024,9/29/2024 12:50,12,at noon,Sunday,September,2024-09,2024,card,ANON-0000-0000-0141,Cortado,25.96
9/29/2024,9/29/2024 12:54,12,at noon,Sunday,September,2024-09,2024,card,ANON-0000-0000-0602,Latte,35.76
9/29/2024,9/29/2024 12:55,12,at noon,Sunday,September,2024-09,2024,card,ANON-0000-0000-0688,Latte,35.76
9/29/2024,9/29/2024 18:02,18,evening,Sunday,September,2024-09,2024,card,ANON-0000-0000-0689,Cappuccino,35.76
9/29/2024,9/29/2024 22:31,22,evening,Sunday,September,2024-09,2024,card,ANON-0000-0000-0690,Latte,35.76
9/30/2024,9/30/2024 8:08,8,morning,Monday,September,2024-09,2024,card,ANON-0000-0000-0141,Cortado,25.96
9/30/2024,9/30/2024 8:58,8,morning,Monday,September,2024-09,2024,card,ANON-0000-0000-0691,Cortado,25.96
9/30/2024,9/30/2024 9:00,9,morning,Monday,September,2024-09,2024,card,ANON-0000-0000-0692,Hot Chocolate,35.76
9/30/2024,9/30/2024 10:01,10,morning,Monday,September,2024-09,2024,card,ANON-0000-0000-0276,Americano with Milk,30.86
9/30/2024,9/30/2024 10:05,10,morning,Monday,September,2024-09,2024,card,ANON-0000-0000-0141,Cortado,25.96
9/30/2024,9/30/2024 11:32,11,morning,Monday,September,2024-09,2024,card,ANON-0000-0000-0693,Americano with Milk,30.86
9/30/2024,9/30/2024 16:45,16,at noon,Monday,September,2024-09,2024,card,ANON-0000-0000-0333,Americano with Milk,30.86
9/30/2024,9/30/2024 19:32,19,evening,Monday,September,2024-09,2024,card,ANON-0000-0000-0507,Latte,35.76
9/30/2024,9/30/2024 19:53,19,evening,Monday,September,2024-09,2024,card,ANON-0000-0000-0694,Americano with Milk,30.86
9/30/2024,9/30/2024 19:54,19,evening,Monday,September,2024-09,2024,card,ANON-0000-0000-0694,Cortado,25.96
9/30/2024,9/30/2024 19:59,19,evening,Monday,September,2024-09,2024,card,ANON-0000-0000-0631,Latte,35.76
9/30/2024,9/30/2024 20:00,20,evening,Monday,September,2024-09,2024,card,ANON-0000-0000-0531,Americano with Milk,30.86
9/30/2024,9/30/2024 20:01,20,evening,Monday,September,2024-09,2024,card,ANON-0000-0000-0633,Americano with Milk,30.86
9/30/2024,9/30/2024 21:41,21,evening,Monday,September,2024-09,2024,card,ANON-0000-0000-0695,Americano with Milk,30.86
10/1/2024,10/1/2024 7:47,7,morning,Tuesday,October,2024-10,2024,card,ANON-0000-0000-0696,Latte,35.76
10/1/2024,10/1/2024 9:48,9,morning,Tuesday,October,2024-10,2024,card,ANON-0000-0000-0276,Americano with Milk,30.86
10/1/2024,10/1/2024 10:02,10,morning,Tuesday,October,2024-10,2024,card,ANON-0000-0000-0333,Americano with Milk,30.86
10/1/2024,10/1/2024 10:03,10,morning,Tuesday,October,2024-10,2024,card,ANON-0000-0000-0333,Americano with Milk,30.86
10/1/2024,10/1/2024 11:55,11,morning,Tuesday,October,2024-10,2024,card,ANON-0000-0000-0697,Americano with Milk,30.86
10/1/2024,10/1/2024 12:12,12,at noon,Tuesday,October,2024-10,2024,card,ANON-0000-0000-0698,Americano with Milk,30.86
10/1/2024,10/1/2024 12:14,12,at noon,Tuesday,October,2024-10,2024,card,ANON-0000-0000-0698,Americano with Milk,30.86
10/1/2024,10/1/2024 14:17,14,at noon,Tuesday,October,2024-10,2024,card,ANON-0000-0000-0699,Americano,25.96
10/1/2024,10/1/2024 14:18,14,at noon,Tuesday,October,2024-10,2024,card,ANON-0000-0000-0699,Americano with Milk,30.86
10/1/2024,10/1/2024 16:08,16,at noon,Tuesday,October,2024-10,2024,card,ANON-0000-0000-0637,Hot Chocolate,35.76
10/1/2024,10/1/2024 16:41,16,at noon,Tuesday,October,2024-10,2024,card,ANON-0000-0000-0700,Americano,25.96
10/1/2024,10/1/2024 18:08,18,evening,Tuesday,October,2024-10,2024,card,ANON-0000-0000-0701,Latte,35.76
10/1/2024,10/1/2024 18:23,18,evening,Tuesday,October,2024-10,2024,card,ANON-0000-0000-0702,Latte,35.76
10/1/2024,10/1/2024 18:24,18,evening,Tuesday,October,2024-10,2024,card,ANON-0000-0000-0702,Hot Chocolate,35.76
10/1/2024,10/1/2024 20:03,20,evening,Tuesday,October,2024-10,2024,card,ANON-0000-0000-0585,Hot Chocolate,35.76
10/2/2024,10/2/2024 7:57,7,morning,Wednesday,October,2024-10,2024,card,ANON-0000-0000-0703,Latte,35.76
10/2/2024,10/2/2024 8:42,8,morning,Wednesday,October,2024-10,2024,card,ANON-0000-0000-0141,Cortado,25.96
10/2/2024,10/2/2024 9:19,9,morning,Wednesday,October,2024-10,2024,card,ANON-0000-0000-0276,Americano with Milk,30.86
10/2/2024,10/2/2024 10:22,10,morning,Wednesday,October,2024-10,2024,card,ANON-0000-0000-0375,Latte,35.76
10/2/2024,10/2/2024 10:23,10,morning,Wednesday,October,2024-10,2024,card,ANON-0000-0000-0704,Americano with Milk,30.86
10/2/2024,10/2/2024 11:28,11,morning,Wednesday,October,2024-10,2024,card,ANON-0000-0000-0705,Cappuccino,35.76
10/2/2024,10/2/2024 15:13,15,at noon,Wednesday,October,2024-10,2024,card,ANON-0000-0000-0706,Cappuccino,35.76
10/2/2024,10/2/2024 18:31,18,evening,Wednesday,October,2024-10,2024,card,ANON-0000-0000-0255,Hot Chocolate,35.76
10/2/2024,10/2/2024 22:18,22,evening,Wednesday,October,2024-10,2024,card,ANON-0000-0000-0637,Hot Chocolate,35.76
10/2/2024,10/2/2024 22:19,22,evening,Wednesday,October,2024-10,2024,card,ANON-0000-0000-0637,Hot Chocolate,35.76
10/2/2024,10/2/2024 22:20,22,evening,Wednesday,October,2024-10,2024,card,ANON-0000-0000-0707,Hot Chocolate,35.76
10/3/2024,10/3/2024 13:47,13,at noon,Thursday,October,2024-10,2024,card,ANON-0000-0000-0708,Cocoa,35.76
10/3/2024,10/3/2024 15:12,15,at noon,Thursday,October,2024-10,2024,card,ANON-0000-0000-0709,Americano with Milk,30.86
10/3/2024,10/3/2024 20:12,20,evening,Thursday,October,2024-10,2024,card,ANON-0000-0000-0710,Cortado,25.96
10/3/2024,10/3/2024 20:14,20,evening,Thursday,October,2024-10,2024,card,ANON-0000-0000-0710,Hot Chocolate,35.76
10/3/2024,10/3/2024 21:21,21,evening,Thursday,October,2024-10,2024,card,ANON-0000-0000-0637,Hot Chocolate,35.76
10/3/2024,10/3/2024 21:21,21,evening,Thursday,October,2024-10,2024,card,ANON-0000-0000-0637,Hot Chocolate,35.76
10/3/2024,10/3/2024 21:29,21,evening,Thursday,October,2024-10,2024,card,ANON-0000-0000-0711,Cappuccino,35.76
10/3/2024,10/3/2024 21:31,21,evening,Thursday,October,2024-10,2024,card,ANON-0000-0000-0712,Hot Chocolate,35.76
10/4/2024,10/4/2024 8:44,8,morning,Friday,October,2024-10,2024,card,ANON-0000-0000-0440,Americano,25.96
10/4/2024,10/4/2024 8:45,8,morning,Friday,October,2024-10,2024,card,ANON-0000-0000-0440,Americano,25.96
10/4/2024,10/4/2024 9:30,9,morning,Friday,October,2024-10,2024,card,ANON-0000-0000-0004,Americano with Milk,30.86
10/4/2024,10/4/2024 9:31,9,morning,Friday,October,2024-10,2024,card,ANON-0000-0000-0003,Americano,25.96
10/4/2024,10/4/2024 9:53,9,morning,Friday,October,2024-10,2024,card,ANON-0000-0000-0650,Cortado,25.96
10/4/2024,10/4/2024 9:55,9,morning,Friday,October,2024-10,2024,card,ANON-0000-0000-0650,Cortado,25.96
10/4/2024,10/4/2024 17:35,17,at noon,Friday,October,2024-10,2024,card,ANON-0000-0000-0713,Latte,35.76
10/4/2024,10/4/2024 17:42,17,at noon,Friday,October,2024-10,2024,card,ANON-0000-0000-0714,Hot Chocolate,35.76
10/4/2024,10/4/2024 17:44,17,at noon,Friday,October,2024-10,2024,card,ANON-0000-0000-0714,Cocoa,35.76
10/5/2024,10/5/2024 9:00,9,morning,Saturday,October,2024-10,2024,card,ANON-0000-0000-0141,Cortado,25.96
10/5/2024,10/5/2024 9:01,9,morning,Saturday,October,2024-10,2024,card,ANON-0000-0000-0141,Cortado,25.96
10/5/2024,10/5/2024 9:35,9,morning,Saturday,October,2024-10,2024,card,ANON-0000-0000-0715,Cocoa,35.76
10/5/2024,10/5/2024 13:12,13,at noon,Saturday,October,2024-10,2024,card,ANON-0000-0000-0206,Cappuccino,35.76
10/5/2024,10/5/2024 20:08,20,evening,Saturday,October,2024-10,2024,card,ANON-0000-0000-0012,Americano,25.96
10/5/2024,10/5/2024 20:09,20,evening,Saturday,October,2024-10,2024,card,ANON-0000-0000-0012,Americano,25.96
10/6/2024,10/6/2024 8:22,8,morning,Sunday,October,2024-10,2024,card,ANON-0000-0000-0141,Cortado,25.96
10/6/2024,10/6/2024 10:05,10,morning,Sunday,October,2024-10,2024,card,ANON-0000-0000-0195,Cappuccino,35.76
10/6/2024,10/6/2024 10:06,10,morning,Sunday,October,2024-10,2024,card,ANON-0000-0000-0195,Cortado,25.96
10/6/2024,10/6/2024 11:55,11,morning,Sunday,October,2024-10,2024,card,ANON-0000-0000-0716,Latte,35.76
10/6/2024,10/6/2024 12:09,12,at noon,Sunday,October,2024-10,2024,card,ANON-0000-0000-0665,Latte,35.76
10/6/2024,10/6/2024 12:10,12,at noon,Sunday,October,2024-10,2024,card,ANON-0000-0000-0665,Cappuccino,35.76
10/6/2024,10/6/2024 12:11,12,at noon,Sunday,October,2024-10,2024,card,ANON-0000-0000-0665,Americano with Milk,30.86
10/6/2024,10/6/2024 13:46,13,at noon,Sunday,October,2024-10,2024,card,ANON-0000-0000-0717,Americano,25.96
10/6/2024,10/6/2024 13:47,13,at noon,Sunday,October,2024-10,2024,card,ANON-0000-0000-0717,Cappuccino,35.76
10/6/2024,10/6/2024 13:50,13,at noon,Sunday,October,2024-10,2024,card,ANON-0000-0000-0718,Americano with Milk,30.86
10/6/2024,10/6/2024 13:51,13,at noon,Sunday,October,2024-10,2024,card,ANON-0000-0000-0718,Latte,35.76
10/6/2024,10/6/2024 13:51,13,at noon,Sunday,October,2024-10,2024,card,ANON-0000-0000-0718,Cappuccino,35.76
10/6/2024,10/6/2024 16:31,16,at noon,Sunday,October,2024-10,2024,card,ANON-0000-0000-0719,Cappuccino,35.76
10/6/2024,10/6/2024 16:35,16,at noon,Sunday,October,2024-10,2024,card,ANON-0000-0000-0720,Espresso,21.06
10/6/2024,10/6/2024 18:17,18,evening,Sunday,October,2024-10,2024,card,ANON-0000-0000-0721,Americano with Milk,30.86
10/6/2024,10/6/2024 18:35,18,evening,Sunday,October,2024-10,2024,card,ANON-0000-0000-0722,Hot Chocolate,35.76
10/6/2024,10/6/2024 21:09,21,evening,Sunday,October,2024-10,2024,card,ANON-0000-0000-0723,Hot Chocolate,35.76
10/6/2024,10/6/2024 21:10,21,evening,Sunday,October,2024-10,2024,card,ANON-0000-0000-0723,Hot Chocolate,35.76
10/6/2024,10/6/2024 21:10,21,evening,Sunday,October,2024-10,2024,card,ANON-0000-0000-0636,Hot Chocolate,35.76
10/6/2024,10/6/2024 21:16,21,evening,Sunday,October,2024-10,2024,card,ANON-0000-0000-0637,Latte,35.76
10/7/2024,10/7/2024 8:33,8,morning,Monday,October,2024-10,2024,card,ANON-0000-0000-0724,Latte,35.76
10/7/2024,10/7/2024 8:49,8,morning,Monday,October,2024-10,2024,card,ANON-0000-0000-0385,Latte,35.76
10/7/2024,10/7/2024 8:50,8,morning,Monday,October,2024-10,2024,card,ANON-0000-0000-0385,Americano with Milk,30.86
10/7/2024,10/7/2024 9:05,9,morning,Monday,October,2024-10,2024,card,ANON-0000-0000-0725,Cocoa,35.76
10/7/2024,10/7/2024 9:09,9,morning,Monday,October,2024-10,2024,card,ANON-0000-0000-0726,Latte,35.76
10/7/2024,10/7/2024 12:17,12,at noon,Monday,October,2024-10,2024,card,ANON-0000-0000-0727,Americano with Milk,30.86
10/7/2024,10/7/2024 14:31,14,at noon,Monday,October,2024-10,2024,card,ANON-0000-0000-0728,Americano,25.96
10/7/2024,10/7/2024 14:32,14,at noon,Monday,October,2024-10,2024,card,ANON-0000-0000-0728,Americano,25.96
10/7/2024,10/7/2024 17:48,17,at noon,Monday,October,2024-10,2024,card,ANON-0000-0000-0494,Latte,35.76
10/7/2024,10/7/2024 21:14,21,evening,Monday,October,2024-10,2024,card,ANON-0000-0000-0636,Hot Chocolate,35.76
10/7/2024,10/7/2024 21:15,21,evening,Monday,October,2024-10,2024,card,ANON-0000-0000-0636,Hot Chocolate,35.76
10/7/2024,10/7/2024 21:40,21,evening,Monday,October,2024-10,2024,card,ANON-0000-0000-0598,Latte,35.76
10/8/2024,10/8/2024 8:11,8,morning,Tuesday,October,2024-10,2024,card,ANON-0000-0000-0703,Latte,35.76
10/8/2024,10/8/2024 9:05,9,morning,Tuesday,October,2024-10,2024,card,ANON-0000-0000-0276,Americano with Milk,30.86
10/8/2024,10/8/2024 10:22,10,morning,Tuesday,October,2024-10,2024,card,ANON-0000-0000-0700,Americano,25.96
10/8/2024,10/8/2024 10:27,10,morning,Tuesday,October,2024-10,2024,card,ANON-0000-0000-0683,Latte,35.76
10/8/2024,10/8/2024 11:30,11,morning,Tuesday,October,2024-10,2024,card,ANON-0000-0000-0726,Latte,35.76
10/8/2024,10/8/2024 12:48,12,at noon,Tuesday,October,2024-10,2024,card,ANON-0000-0000-0225,Americano,25.96
10/8/2024,10/8/2024 12:49,12,at noon,Tuesday,October,2024-10,2024,card,ANON-0000-0000-0225,Americano,25.96
10/8/2024,10/8/2024 13:04,13,at noon,Tuesday,October,2024-10,2024,card,ANON-0000-0000-0729,Latte,35.76
10/8/2024,10/8/2024 13:04,13,at noon,Tuesday,October,2024-10,2024,card,ANON-0000-0000-0729,Latte,35.76
10/8/2024,10/8/2024 14:42,14,at noon,Tuesday,October,2024-10,2024,card,ANON-0000-0000-0507,Latte,35.76
10/8/2024,10/8/2024 15:13,15,at noon,Tuesday,October,2024-10,2024,card,ANON-0000-0000-0475,Latte,35.76
10/8/2024,10/8/2024 15:19,15,at noon,Tuesday,October,2024-10,2024,card,ANON-0000-0000-0050,Americano,25.96
10/8/2024,10/8/2024 15:50,15,at noon,Tuesday,October,2024-10,2024,card,ANON-0000-0000-0730,Americano with Milk,30.86
10/8/2024,10/8/2024 20:40,20,evening,Tuesday,October,2024-10,2024,card,ANON-0000-0000-0731,Hot Chocolate,35.76
10/8/2024,10/8/2024 20:41,20,evening,Tuesday,October,2024-10,2024,card,ANON-0000-0000-0731,Cappuccino,35.76
10/8/2024,10/8/2024 20:51,20,evening,Tuesday,October,2024-10,2024,card,ANON-0000-0000-0732,Latte,35.76
10/8/2024,10/8/2024 21:24,21,evening,Tuesday,October,2024-10,2024,card,ANON-0000-0000-0040,Americano with Milk,30.86
10/8/2024,10/8/2024 21:25,21,evening,Tuesday,October,2024-10,2024,card,ANON-0000-0000-0040,Americano with Milk,30.86
10/9/2024,10/9/2024 7:54,7,morning,Wednesday,October,2024-10,2024,card,ANON-0000-0000-0570,Latte,35.76
10/9/2024,10/9/2024 8:25,8,morning,Wednesday,October,2024-10,2024,card,ANON-0000-0000-0276,Americano with Milk,30.86
10/9/2024,10/9/2024 9:43,9,morning,Wednesday,October,2024-10,2024,card,ANON-0000-0000-0424,Americano with Milk,30.86
10/9/2024,10/9/2024 9:59,9,morning,Wednesday,October,2024-10,2024,card,ANON-0000-0000-0494,Latte,35.76
10/9/2024,10/9/2024 10:37,10,morning,Wednesday,October,2024-10,2024,card,ANON-0000-0000-0733,Espresso,21.06
10/9/2024,10/9/2024 11:18,11,morning,Wednesday,October,2024-10,2024,card,ANON-0000-0000-0734,Americano,25.96
10/9/2024,10/9/2024 13:03,13,at noon,Wednesday,October,2024-10,2024,card,ANON-0000-0000-0726,Latte,35.76
10/9/2024,10/9/2024 13:52,13,at noon,Wednesday,October,2024-10,2024,card,ANON-0000-0000-0735,Americano with Milk,30.86
10/9/2024,10/9/2024 17:26,17,at noon,Wednesday,October,2024-10,2024,card,ANON-0000-0000-0658,Cappuccino,35.76
10/9/2024,10/9/2024 17:27,17,at noon,Wednesday,October,2024-10,2024,card,ANON-0000-0000-0658,Americano,25.96
10/9/2024,10/9/2024 17:50,17,at noon,Wednesday,October,2024-10,2024,card,ANON-0000-0000-0736,Espresso,21.06
10/9/2024,10/9/2024 20:49,20,evening,Wednesday,October,2024-10,2024,card,ANON-0000-0000-0737,Cappuccino,35.76
10/10/2024,10/10/2024 8:48,8,morning,Thursday,October,2024-10,2024,card,ANON-0000-0000-0003,Americano,25.96
10/10/2024,10/10/2024 9:23,9,morning,Thursday,October,2024-10,2024,card,ANON-0000-0000-0276,Americano with Milk,30.86
10/10/2024,10/10/2024 9:51,9,morning,Thursday,October,2024-10,2024,card,ANON-0000-0000-0738,Hot Chocolate,35.76
10/10/2024,10/10/2024 10:05,10,morning,Thursday,October,2024-10,2024,card,ANON-0000-0000-0375,Latte,35.76
10/10/2024,10/10/2024 10:42,10,morning,Thursday,October,2024-10,2024,card,ANON-0000-0000-0141,Cortado,25.96
10/10/2024,10/10/2024 10:43,10,morning,Thursday,October,2024-10,2024,card,ANON-0000-0000-0141,Cortado,25.96
10/10/2024,10/10/2024 10:55,10,morning,Thursday,October,2024-10,2024,card,ANON-0000-0000-0739,Latte,35.76
10/10/2024,10/10/2024 11:04,11,morning,Thursday,October,2024-10,2024,card,ANON-0000-0000-0740,Latte,35.76
10/10/2024,10/10/2024 15:05,15,at noon,Thursday,October,2024-10,2024,card,ANON-0000-0000-0510,Cappuccino,35.76
10/10/2024,10/10/2024 17:40,17,at noon,Thursday,October,2024-10,2024,card,ANON-0000-0000-0741,Latte,35.76
10/10/2024,10/10/2024 18:18,18,evening,Thursday,October,2024-10,2024,card,ANON-0000-0000-0742,Americano,25.96
10/10/2024,10/10/2024 18:56,18,evening,Thursday,October,2024-10,2024,card,ANON-0000-0000-0713,Americano with Milk,30.86
10/10/2024,10/10/2024 18:57,18,evening,Thursday,October,2024-10,2024,card,ANON-0000-0000-0713,Latte,35.76
10/10/2024,10/10/2024 22:33,22,evening,Thursday,October,2024-10,2024,card,ANON-0000-0000-0637,Hot Chocolate,35.76
10/10/2024,10/10/2024 22:34,22,evening,Thursday,October,2024-10,2024,card,ANON-0000-0000-0637,Hot Chocolate,35.76
10/11/2024,10/11/2024 7:54,7,morning,Friday,October,2024-10,2024,card,ANON-0000-0000-0276,Americano with Milk,30.86
10/11/2024,10/11/2024 8:00,8,morning,Friday,October,2024-10,2024,card,ANON-0000-0000-0703,Latte,35.76
10/11/2024,10/11/2024 8:12,8,morning,Friday,October,2024-10,2024,card,ANON-0000-0000-0141,Cortado,25.96
10/11/2024,10/11/2024 8:28,8,morning,Friday,October,2024-10,2024,card,ANON-0000-0000-0570,Latte,35.76
10/11/2024,10/11/2024 8:29,8,morning,Friday,October,2024-10,2024,card,ANON-0000-0000-0570,Cocoa,35.76
10/11/2024,10/11/2024 8:55,8,morning,Friday,October,2024-10,2024,card,ANON-0000-0000-0725,Cocoa,35.76
10/11/2024,10/11/2024 8:56,8,morning,Friday,October,2024-10,2024,card,ANON-0000-0000-0726,Americano with Milk,30.86
10/11/2024,10/11/2024 8:58,8,morning,Friday,October,2024-10,2024,card,ANON-0000-0000-0743,Hot Chocolate,35.76
10/11/2024,10/11/2024 9:31,9,morning,Friday,October,2024-10,2024,card,ANON-0000-0000-0744,Americano with Milk,30.86
10/11/2024,10/11/2024 9:38,9,morning,Friday,October,2024-10,2024,card,ANON-0000-0000-0402,Cortado,25.96
10/11/2024,10/11/2024 10:00,10,morning,Friday,October,2024-10,2024,card,ANON-0000-0000-0375,Americano,25.96
10/11/2024,10/11/2024 10:01,10,morning,Friday,October,2024-10,2024,card,ANON-0000-0000-0375,Americano,25.96
10/11/2024,10/11/2024 10:30,10,morning,Friday,October,2024-10,2024,card,ANON-0000-0000-0242,Americano with Milk,30.86
10/11/2024,10/11/2024 13:05,13,at noon,Friday,October,2024-10,2024,card,ANON-0000-0000-0740,Latte,35.76
10/11/2024,10/11/2024 13:29,13,at noon,Friday,October,2024-10,2024,card,ANON-0000-0000-0012,Americano,25.96
10/11/2024,10/11/2024 13:30,13,at noon,Friday,October,2024-10,2024,card,ANON-0000-0000-0012,Americano,25.96
10/11/2024,10/11/2024 14:33,14,at noon,Friday,October,2024-10,2024,card,ANON-0000-0000-0745,Cocoa,35.76
10/11/2024,10/11/2024 14:35,14,at noon,Friday,October,2024-10,2024,card,ANON-0000-0000-0745,Americano,25.96
10/11/2024,10/11/2024 14:50,14,at noon,Friday,October,2024-10,2024,card,ANON-0000-0000-0714,Cappuccino,35.76
10/11/2024,10/11/2024 17:12,17,at noon,Friday,October,2024-10,2024,card,ANON-0000-0000-0746,Latte,35.76
10/11/2024,10/11/2024 17:13,17,at noon,Friday,October,2024-10,2024,card,ANON-0000-0000-0746,Hot Chocolate,35.76
10/11/2024,10/11/2024 17:26,17,at noon,Friday,October,2024-10,2024,card,ANON-0000-0000-0747,Hot Chocolate,35.76
10/11/2024,10/11/2024 21:48,21,evening,Friday,October,2024-10,2024,card,ANON-0000-0000-0690,Latte,35.76
10/11/2024,10/11/2024 21:53,21,evening,Friday,October,2024-10,2024,card,ANON-0000-0000-0748,Americano with Milk,30.86
10/11/2024,10/11/2024 22:36,22,evening,Friday,October,2024-10,2024,card,ANON-0000-0000-0749,Hot Chocolate,35.76
10/11/2024,10/11/2024 22:37,22,evening,Friday,October,2024-10,2024,card,ANON-0000-0000-0749,Hot Chocolate,35.76
10/12/2024,10/12/2024 8:28,8,morning,Saturday,October,2024-10,2024,card,ANON-0000-0000-0141,Cortado,25.96
10/12/2024,10/12/2024 10:31,10,morning,Saturday,October,2024-10,2024,card,ANON-0000-0000-0650,Cortado,25.96
10/12/2024,10/12/2024 10:32,10,morning,Saturday,October,2024-10,2024,card,ANON-0000-0000-0650,Cortado,25.96
10/12/2024,10/12/2024 11:52,11,morning,Saturday,October,2024-10,2024,card,ANON-0000-0000-0507,Latte,35.76
10/12/2024,10/12/2024 11:53,11,morning,Saturday,October,2024-10,2024,card,ANON-0000-0000-0750,Americano with Milk,30.86
10/12/2024,10/12/2024 13:18,13,at noon,Saturday,October,2024-10,2024,card,ANON-0000-0000-0751,Cappuccino,35.76
